Temperature,Humidity,Wind Speed,Wind Direction,Dew Point,Pressure,Precipitation,Visibility,Cloud Cover,Weather Event
14.84,87.37,3.7,29.42,7.11,1019.48,2.99,5.39,87.74,Cloudy
-3.73,35.31,1.2,100.64,-6.42,1014.49,6.96,2.95,67.52,Snow
27.58,75.91,35.72,89.93,19.79,1012.74,3.34,13.75,1.67,Clear
13.63,85.52,7.19,214.66,6.41,1026.58,10.43,3.71,92.06,Rain
33.27,69.32,11.37,221.66,26.52,1028.99,-2.84,8.95,8.77,Clear
21.85,40.57,25.28,121.92,19.85,1012.11,4.37,15.0,10.67,Clear
22.44,87.13,36.46,182.2,15.22,1007.92,7.06,5.6,85.43,Cloudy
25.4,41.03,18.28,177.91,16.31,1011.34,1.05,5.45,76.6,Cloudy
14.91,65.67,8.91,343.4,5.03,1031.17,20.92,6.34,72.94,Rain
25.0,40.34,40.06,128.66,17.75,987.89,0.72,12.17,9.78,Clear
29.08,87.92,26.43,43.98,26.34,1003.86,2.61,9.47,90.62,Cloudy
23.5,32.79,5.53,268.73,19.74,1007.07,-4.65,10.66,7.37,Clear
27.14,41.16,19.05,263.45,21.62,1012.0,2.52,13.22,7.18,Clear
28.72,56.78,19.21,100.97,24.18,1018.62,-0.92,14.23,8.77,Clear
13.06,45.06,26.62,232.57,7.74,1033.55,37.25,6.51,89.57,Rain
-1.79,60.66,4.44,47.28,-11.22,1018.55,28.24,4.64,80.09,Snow
29.28,68.87,12.47,269.88,21.68,997.24,2.35,10.26,9.69,Clear
22.12,92.09,39.82,258.92,18.88,1002.84,35.34,4.07,99.44,Rain
19.37,48.12,13.81,201.04,15.18,1011.24,1.91,2.43,100.75,Fog
12.73,84.68,9.22,150.88,6.08,1012.52,2.12,2.7,69.44,Rain
31.87,34.03,13.71,121.0,26.74,1002.44,-0.63,8.38,15.79,Clear
27.61,73.04,4.13,243.53,19.22,1030.91,-0.71,13.92,3.48,Clear
30.3,78.93,39.41,-11.42,26.56,1009.32,35.68,3.89,89.07,Thunderstorm
24.34,32.7,34.33,206.13,16.76,1011.42,30.18,7.83,92.45,Rain
32.26,67.53,-0.53,346.46,23.36,997.42,9.17,2.98,86.61,Thunderstorm
26.06,68.31,31.23,252.56,23.01,1019.02,-4.01,5.83,83.12,Cloudy
27.53,76.38,7.24,367.23,22.97,1024.58,0.49,8.81,67.41,Cloudy
20.64,32.29,34.32,248.22,18.38,1010.2,4.38,9.78,12.99,Clear
17.13,59.74,37.53,161.95,11.04,1026.03,-0.72,7.89,76.61,Cloudy
20.02,50.39,31.66,318.54,17.53,1014.03,-4.5,10.12,3.3,Clear
28.86,36.96,22.96,310.35,26.28,1010.43,29.09,1.9,87.38,Thunderstorm
10.12,38.24,39.59,339.98,4.63,1004.49,-0.58,1.26,91.89,Fog
26.12,72.37,42.07,84.46,21.53,1028.38,6.55,6.53,56.64,Cloudy
12.65,72.6,7.28,370.27,4.93,1029.74,35.5,4.01,83.95,Rain
14.91,79.04,0.21,104.25,10.45,1006.17,6.26,9.22,65.78,Cloudy
17.9,36.99,23.67,229.43,13.3,1021.31,3.28,9.04,71.14,Cloudy
18.31,68.87,3.8,320.3,13.16,1023.47,6.59,6.25,69.87,Cloudy
20.15,33.58,29.32,171.16,14.08,1029.0,-0.45,11.62,3.3,Clear
23.92,60.72,18.99,359.16,15.02,1024.16,6.73,12.86,7.97,Clear
27.08,63.96,17.78,310.34,22.85,994.34,-0.75,7.98,61.87,Cloudy
11.19,66.92,32.11,54.94,3.19,1003.23,-1.71,1.98,88.25,Fog
16.89,51.84,36.17,194.13,13.51,1013.09,19.57,3.75,82.22,Thunderstorm
28.9,91.73,30.58,94.88,24.79,1002.05,-4.24,8.02,53.23,Cloudy
10.79,36.13,25.01,223.83,3.37,1026.84,1.25,7.2,67.98,Rain
30.26,45.09,10.2,30.37,28.03,993.42,70.15,3.89,99.16,Thunderstorm
33.46,60.7,20.49,88.14,24.99,999.49,5.18,8.42,-1.68,Clear
29.14,81.97,35.16,315.18,19.01,1005.13,0.04,9.19,76.91,Cloudy
29.28,81.81,25.55,89.66,24.4,1014.09,-1.98,12.64,10.61,Clear
16.95,85.66,11.09,54.67,12.74,1043.03,37.65,1.76,93.72,Rain
14.94,42.74,4.17,190.73,11.6,1022.47,6.37,4.84,75.63,Cloudy
26.12,79.87,11.41,255.3,17.11,1015.27,-0.37,13.46,20.46,Clear
13.98,34.02,15.06,230.52,7.16,1013.15,-0.63,8.29,69.84,Cloudy
29.66,57.82,10.45,82.22,25.59,992.93,2.7,10.66,81.34,Cloudy
27.42,60.6,21.87,316.09,23.67,1014.13,6.12,6.55,68.45,Cloudy
23.01,69.93,1.17,166.37,15.18,999.09,-1.1,4.8,83.19,Rain
8.17,88.1,15.07,34.75,-1.29,1004.36,19.88,3.48,66.22,Snow
21.41,38.03,35.92,14.34,15.8,1017.62,32.55,5.93,99.86,Rain
24.91,39.48,34.34,96.18,22.4,1031.33,6.67,7.75,83.33,Cloudy
16.9,63.68,28.22,217.97,6.6,998.92,33.13,1.87,97.77,Rain
22.33,43.48,0.3,126.22,15.01,1005.49,5.01,6.59,93.17,Cloudy
32.43,88.26,32.6,187.94,27.66,1014.75,0.95,12.67,1.34,Clear
23.58,49.77,8.96,186.55,20.26,1012.86,18.78,6.58,72.66,Rain
18.68,67.28,1.73,50.58,11.36,1014.67,2.86,8.18,66.98,Cloudy
27.79,49.41,8.21,83.64,19.23,1007.47,2.05,9.0,12.85,Clear
30.15,62.45,10.24,60.73,21.11,1012.73,-3.55,13.7,7.76,Clear
22.71,55.64,8.58,172.57,14.25,1008.39,5.49,11.31,18.17,Clear
23.79,77.07,32.09,109.47,19.6,1011.52,38.94,6.64,81.13,Rain
27.8,42.83,25.97,296.07,20.79,1023.66,4.05,11.06,6.94,Clear
30.75,35.54,33.96,96.84,25.65,999.38,76.99,1.48,94.28,Thunderstorm
21.18,60.57,35.86,218.86,13.98,1002.04,3.12,5.01,81.34,Cloudy
12.9,86.46,38.49,351.75,11.65,1005.78,-2.38,4.31,76.38,Rain
22.4,43.39,9.06,214.85,17.48,1014.98,4.95,5.92,82.45,Cloudy
22.59,36.16,33.83,290.57,19.02,1012.01,6.33,5.59,83.9,Cloudy
28.96,48.21,29.71,303.75,26.47,1004.2,0.04,11.39,4.59,Clear
22.72,63.53,12.83,245.63,18.18,1019.13,59.7,3.17,84.65,Thunderstorm
20.44,68.53,10.17,208.98,12.07,1005.24,-2.68,6.8,56.42,Cloudy
28.74,37.09,28.4,229.34,22.83,1007.01,1.7,8.57,10.24,Clear
17.55,41.44,33.37,285.4,13.39,1024.85,14.44,3.98,77.82,Rain
26.34,65.74,10.15,31.97,24.0,1019.85,4.16,5.9,80.56,Cloudy
23.5,59.38,32.6,203.39,17.28,1006.59,1.43,11.82,17.83,Clear
4.61,72.28,12.28,0.78,-1.88,1019.65,17.21,5.25,77.6,Snow
23.07,61.38,26.33,182.03,17.76,1009.39,5.34,13.97,16.84,Clear
25.55,85.0,37.98,174.28,21.9,995.35,0.01,10.24,56.65,Cloudy
22.49,34.11,21.23,285.44,20.47,1011.84,-2.08,6.5,73.49,Cloudy
26.67,65.48,18.8,75.43,20.56,1017.71,-4.75,13.68,8.28,Clear
11.99,48.34,1.61,54.46,2.31,996.66,-0.19,4.15,82.79,Rain
21.39,77.78,24.24,192.06,17.2,1004.3,4.84,9.56,-0.22,Clear
17.18,83.61,9.62,213.53,14.3,1001.16,42.25,4.06,92.86,Rain
33.33,47.36,34.2,240.63,31.64,1027.38,-0.87,12.43,5.81,Clear
31.37,57.4,10.43,175.18,23.78,1025.21,3.89,13.63,12.89,Clear
22.74,39.97,36.56,312.22,19.2,1004.32,-2.1,8.87,60.68,Cloudy
10.59,59.14,28.94,98.81,3.95,1008.7,37.54,5.92,95.75,Rain
-3.77,77.19,3.76,99.85,-9.58,1003.41,11.68,3.48,100.8,Snow
16.21,34.39,4.17,291.42,6.07,1018.25,-1.55,8.57,72.53,Cloudy
21.38,33.59,25.34,101.44,16.91,1012.23,29.96,2.8,86.03,Rain
21.65,54.9,1.29,56.97,13.42,1017.69,1.71,15.64,12.32,Clear
12.97,81.38,4.71,30.7,7.67,1002.26,-0.39,0.54,97.06,Fog
29.43,39.14,20.3,312.77,20.74,1029.61,-1.74,9.79,7.04,Clear
29.39,82.01,11.19,321.95,21.25,1011.44,51.56,1.77,97.89,Thunderstorm
29.9,76.98,13.61,360.8,21.56,1003.71,-1.48,10.12,83.29,Cloudy
23.02,51.02,28.35,222.78,20.35,995.7,0.8,12.26,15.18,Clear
17.74,59.86,1.56,41.85,11.88,1016.64,-3.34,7.9,52.86,Cloudy
25.25,35.12,26.61,228.81,18.41,1021.82,-0.8,11.44,1.77,Clear
26.65,50.76,27.01,352.69,19.12,1019.98,6.35,8.59,18.1,Clear
11.04,84.67,-1.98,327.8,7.39,1000.53,36.13,4.31,91.24,Rain
25.18,85.36,8.15,306.94,20.43,1020.96,7.6,7.49,47.68,Cloudy
25.86,48.99,14.69,138.53,22.8,996.36,4.17,10.17,13.0,Clear
27.96,68.55,1.84,93.66,18.58,1009.41,0.78,14.63,0.4,Clear
23.68,39.63,21.17,134.43,17.6,1008.35,-1.58,10.79,-2.05,Clear
30.12,79.43,8.06,271.44,23.76,1012.33,-2.52,13.84,16.39,Clear
27.2,82.69,26.91,81.77,21.54,1012.82,66.48,4.02,85.95,Thunderstorm
16.18,34.38,12.26,120.92,9.05,1029.86,10.71,7.69,84.15,Rain
26.97,93.96,31.31,306.11,17.76,1002.66,16.68,1.29,98.69,Thunderstorm
24.67,76.04,24.56,142.18,20.99,1028.11,2.27,11.44,5.9,Clear
30.87,33.78,4.58,150.54,21.7,1006.84,-0.36,11.18,10.35,Clear
27.9,81.13,12.94,255.27,21.23,1015.32,4.76,7.71,-3.15,Clear
34.14,65.24,26.98,115.5,24.32,1006.51,4.81,9.11,3.78,Clear
23.42,62.84,9.32,141.19,21.03,1015.71,68.24,3.41,94.56,Thunderstorm
21.79,89.65,2.64,199.84,15.55,1015.17,-5.48,10.25,8.66,Clear
15.37,83.81,8.2,284.42,10.67,1008.02,42.05,7.11,79.58,Rain
19.03,45.98,9.87,53.3,10.16,1009.07,-1.43,6.72,76.03,Cloudy
21.64,56.56,36.32,263.07,14.64,1010.89,3.81,7.67,57.99,Cloudy
30.19,55.69,36.64,172.44,26.98,1007.45,2.17,13.74,14.4,Clear
-4.13,78.04,40.06,58.27,-13.82,1016.38,1.61,1.94,73.14,Snow
9.52,39.25,38.74,157.13,2.15,1009.03,0.48,2.08,97.77,Fog
14.16,45.81,13.77,144.64,6.59,1006.37,6.57,0.15,103.46,Fog
25.66,64.17,3.52,72.46,17.66,1011.35,2.88,6.13,81.48,Cloudy
-2.17,70.56,-1.17,222.85,-12.05,1008.18,26.32,2.77,80.44,Snow
25.54,78.96,15.61,181.09,17.98,1010.7,-0.01,7.37,12.02,Clear
26.84,67.52,17.65,312.86,18.89,1013.91,17.49,3.63,95.78,Thunderstorm
0.66,60.22,4.85,46.9,-3.36,987.38,22.42,4.92,92.22,Snow
23.29,60.22,17.01,179.33,15.98,1013.89,1.78,12.25,11.4,Clear
28.15,36.32,25.06,88.5,25.22,1003.1,3.34,7.29,1.54,Clear
21.28,89.03,-0.62,184.71,15.29,1021.39,17.26,5.98,80.71,Rain
13.15,79.13,11.85,58.24,5.75,1007.71,46.4,4.31,65.72,Rain
7.86,34.31,3.46,125.02,0.92,1026.21,28.42,3.87,77.58,Snow
17.73,31.06,-1.64,151.86,15.01,1024.88,10.73,1.92,90.93,Thunderstorm
24.11,54.92,28.06,174.45,17.6,1020.88,25.73,6.46,87.11,Rain
27.47,74.48,24.02,253.66,25.3,1007.74,4.85,8.12,56.82,Cloudy
22.67,46.6,15.87,288.3,17.79,1024.81,-3.87,5.6,74.45,Cloudy
31.33,65.02,23.44,308.96,26.12,1011.62,-4.8,11.26,8.24,Clear
25.24,64.14,20.97,89.59,23.26,1018.71,0.14,14.94,3.21,Clear
29.56,45.82,3.33,14.3,26.48,1008.06,0.41,13.6,11.0,Clear
23.27,45.57,38.94,235.55,17.52,1028.65,-3.67,13.62,9.25,Clear
30.07,34.2,11.44,230.69,25.72,1009.82,41.34,4.23,78.79,Thunderstorm
30.11,35.62,32.18,73.91,20.69,1030.37,70.08,1.04,86.59,Thunderstorm
19.2,66.3,10.21,325.26,11.32,1023.29,8.32,3.61,88.46,Rain
25.96,63.18,17.9,328.26,17.17,1021.69,-4.12,14.14,12.69,Clear
24.46,36.66,5.87,264.94,22.4,1031.66,2.55,13.71,13.8,Clear
22.65,74.6,6.96,14.1,18.9,1017.79,3.96,11.87,5.91,Clear
12.38,52.32,11.16,308.11,8.03,1030.06,5.36,1.71,102.64,Fog
31.74,41.88,23.65,308.85,29.9,1015.51,3.65,10.34,14.0,Clear
22.61,36.51,12.28,59.69,15.37,1022.36,-2.12,11.6,17.14,Clear
23.37,80.81,28.06,106.05,14.17,1022.27,22.12,2.62,79.87,Rain
33.87,43.24,28.19,257.63,29.22,1017.35,-4.77,10.01,9.73,Clear
26.14,53.95,27.75,191.29,21.52,1031.12,0.12,11.74,3.06,Clear
10.24,71.54,33.77,169.29,6.81,1011.11,18.96,7.45,98.93,Rain
27.58,52.68,15.93,90.85,18.75,1016.63,1.41,15.43,21.94,Clear
2.15,89.4,32.67,52.23,-6.47,1041.8,18.64,5.97,92.43,Snow
20.82,87.9,26.66,137.28,17.77,1032.47,97.98,4.64,87.38,Thunderstorm
28.38,78.45,38.13,49.99,20.71,990.11,6.58,13.46,9.33,Clear
21.65,87.28,29.94,89.82,13.94,1007.32,0.7,7.13,72.83,Cloudy
27.15,43.02,17.19,44.66,19.39,1012.83,0.74,8.28,13.73,Clear
24.64,30.93,29.61,305.89,20.01,1035.5,-5.71,5.86,88.12,Cloudy
25.07,35.91,18.39,142.39,20.2,1014.11,5.65,9.1,15.65,Clear
25.3,66.35,7.42,317.05,23.14,1001.3,3.46,6.23,77.08,Cloudy
19.53,76.81,-0.63,16.82,15.04,994.53,-0.48,13.7,6.14,Clear
30.1,35.43,35.89,254.11,22.87,1019.67,1.8,14.62,24.47,Clear
9.84,81.53,-1.23,34.03,7.66,1017.96,13.57,2.8,93.44,Snow
14.36,74.86,36.51,204.72,4.31,1016.05,28.33,4.8,89.67,Rain
20.33,38.38,20.01,201.34,11.85,1006.73,28.11,2.62,77.26,Rain
23.76,73.99,38.38,254.71,16.41,1007.84,-1.27,13.68,18.51,Clear
19.82,35.52,24.5,84.44,11.44,1013.44,-0.43,5.89,62.03,Cloudy
3.1,40.56,37.08,77.78,-1.46,1014.22,18.07,4.94,80.41,Snow
27.58,62.28,4.54,236.5,24.49,1008.64,2.27,8.12,20.23,Clear
23.68,66.92,28.4,159.27,18.44,1010.78,43.29,3.53,85.28,Rain
27.42,33.28,29.56,56.04,20.45,1011.3,8.27,6.17,52.77,Cloudy
18.66,73.97,0.64,234.16,12.43,1014.7,6.11,5.75,58.95,Cloudy
21.66,91.27,8.04,103.72,16.55,1026.0,5.45,6.62,68.63,Cloudy
25.97,78.78,15.9,311.29,18.15,1014.49,-1.46,9.68,17.41,Clear
21.39,49.59,19.82,258.46,14.36,1017.81,41.85,3.61,91.16,Thunderstorm
10.94,38.88,20.71,234.73,7.36,1008.67,27.89,5.2,80.13,Rain
27.35,48.9,12.94,18.37,18.49,1024.82,2.62,14.17,22.72,Clear
7.15,70.97,18.83,316.8,1.41,1017.14,5.11,0.75,101.21,Fog
25.62,39.03,11.57,106.44,17.67,1014.96,-0.47,7.47,47.69,Cloudy
23.29,52.92,26.64,96.73,14.17,1025.83,-2.79,9.91,12.45,Clear
15.9,67.23,1.62,83.23,8.87,1007.06,-3.29,6.44,49.35,Cloudy
23.57,82.14,28.33,11.05,18.02,998.39,5.65,9.92,11.62,Clear
25.54,80.19,11.76,57.75,17.58,1009.7,6.12,13.14,14.23,Clear
30.62,33.58,23.26,128.21,28.15,1014.11,-2.13,12.89,0.08,Clear
24.39,49.95,8.2,237.81,17.91,1001.68,1.74,14.74,-1.92,Clear
33.55,56.93,7.31,325.49,31.16,1035.13,-2.99,13.75,5.07,Clear
21.32,60.09,33.12,128.26,12.89,1010.44,-0.25,14.43,14.79,Clear
29.17,60.93,34.15,41.09,21.22,1024.06,3.23,8.78,5.67,Clear
21.92,30.85,32.92,292.85,13.7,1016.11,2.46,13.82,7.38,Clear
22.94,42.77,4.62,86.41,14.35,1024.75,45.23,4.5,76.74,Rain
22.89,74.4,20.14,292.56,14.31,1002.39,-3.98,9.74,17.44,Clear
14.87,55.07,34.83,182.83,5.6,1000.44,2.31,10.2,58.49,Cloudy
23.07,62.47,27.4,116.03,19.98,1012.94,5.23,11.63,7.66,Clear
21.7,49.21,41.28,139.23,15.3,1018.24,-3.66,9.74,15.92,Clear
7.99,57.87,11.24,68.04,-1.22,1030.08,-0.57,1.1,92.97,Fog
14.54,87.29,10.85,5.18,8.39,1018.82,26.7,4.02,88.1,Rain
20.34,42.01,17.25,343.72,12.49,1007.49,4.14,14.15,11.7,Clear
16.59,44.39,22.16,295.98,7.73,998.87,39.61,6.47,66.35,Rain
14.39,70.09,18.42,335.64,10.68,1017.07,40.26,6.91,86.62,Rain
-0.11,82.27,21.65,281.11,-4.97,1010.65,19.9,4.36,84.57,Snow
30.41,74.93,-0.88,58.08,22.11,1028.39,1.21,12.74,15.96,Clear
30.13,37.91,10.98,3.4,24.12,1004.8,0.94,13.37,-0.7,Clear
34.02,65.57,24.39,271.02,25.47,1022.35,-3.43,13.34,3.65,Clear
23.56,48.04,20.72,252.51,16.48,997.39,-1.24,13.57,10.07,Clear
34.56,69.03,35.08,104.93,28.23,1008.94,0.24,10.07,15.51,Clear
18.08,39.44,-0.86,153.02,15.1,1010.46,0.32,6.83,65.02,Cloudy
30.09,38.26,30.78,109.53,27.12,1015.09,-4.42,9.6,24.82,Clear
31.07,40.27,-0.08,335.89,27.52,1027.13,1.62,8.63,14.9,Clear
19.55,65.36,33.43,171.22,10.81,1009.43,-5.07,6.65,58.1,Cloudy
23.27,57.25,18.62,157.69,20.59,1002.91,2.16,8.73,4.68,Clear
20.81,41.34,6.3,143.52,17.99,1004.59,8.81,6.18,67.27,Cloudy
34.7,34.13,10.8,119.45,31.05,1018.82,-2.03,13.5,2.63,Clear
13.35,37.11,18.22,232.07,9.35,1005.62,10.98,5.28,92.56,Rain
19.86,74.01,8.16,127.18,15.49,1007.26,7.19,6.2,81.21,Cloudy
29.19,55.72,18.19,178.62,22.76,1024.18,-4.85,15.14,14.17,Clear
23.02,82.84,5.23,211.93,15.11,1010.34,5.46,12.31,10.14,Clear
26.23,69.63,10.14,65.96,22.08,1013.75,2.26,14.2,1.3,Clear
20.85,54.72,9.32,115.3,17.24,1015.67,1.24,8.05,70.9,Cloudy
12.6,40.59,2.47,94.15,10.01,1021.58,3.3,4.74,76.46,Rain
20.96,29.33,34.35,54.37,13.0,993.62,1.83,8.88,63.53,Cloudy
20.75,63.85,26.64,90.27,11.77,1010.42,5.58,4.69,98.46,Rain
20.97,57.01,36.81,258.79,17.85,1012.18,-0.42,5.33,81.41,Rain
21.25,42.18,40.84,39.11,13.77,999.92,-3.43,11.52,7.02,Clear
33.43,50.88,14.48,170.27,28.57,1021.28,3.28,9.74,-1.7,Clear
23.97,81.78,3.02,48.77,15.57,1000.07,1.3,5.43,59.54,Cloudy
28.25,79.16,5.92,186.25,25.62,1023.93,4.08,8.42,13.6,Clear
21.86,51.64,10.08,70.94,15.66,1006.16,3.08,5.25,71.36,Cloudy
22.78,26.32,27.02,236.19,13.53,1029.67,3.97,8.09,60.7,Cloudy
32.64,46.85,11.63,296.72,27.18,999.6,-1.67,14.23,10.57,Clear
16.35,76.36,33.23,38.72,12.23,1015.82,5.3,7.1,54.37,Cloudy
32.31,78.19,21.06,161.52,29.75,1028.61,-2.41,12.11,2.94,Clear
33.3,56.88,3.98,322.71,28.76,1024.88,-4.29,12.22,14.55,Clear
5.94,75.02,27.18,46.89,-2.44,1009.91,18.38,2.15,59.94,Snow
16.0,60.25,4.19,63.87,10.68,1025.68,28.97,4.06,75.95,Rain
25.79,35.61,42.51,291.49,24.21,1023.79,0.74,9.85,18.61,Clear
21.76,53.32,6.11,336.27,18.33,996.74,52.46,3.62,90.15,Thunderstorm
9.15,41.01,12.67,288.89,2.41,1007.32,36.14,2.41,87.55,Rain
21.93,54.0,14.51,218.71,15.95,1026.29,4.4,9.76,3.58,Clear
16.94,33.27,2.91,305.02,13.79,1011.68,6.43,8.1,61.64,Cloudy
28.62,83.46,28.7,245.71,24.21,987.85,5.29,9.34,77.27,Cloudy
20.19,32.87,35.05,262.09,12.74,1002.2,6.88,0.68,95.57,Fog
27.66,46.43,12.75,185.76,24.93,1012.51,2.52,6.59,76.72,Cloudy
0.08,70.56,12.47,137.09,-7.33,1026.62,10.92,1.67,68.58,Snow
26.29,90.61,41.65,224.98,23.66,1015.33,1.62,7.38,89.15,Cloudy
11.44,51.15,7.52,273.99,6.44,1038.42,16.27,3.57,70.68,Rain
19.59,74.3,34.63,169.19,17.08,1009.37,-1.89,5.51,69.19,Cloudy
27.74,76.28,16.76,9.12,22.58,1022.07,2.86,7.29,66.72,Cloudy
24.97,65.06,23.22,98.46,15.98,1010.35,-4.77,13.88,-2.19,Clear
21.16,83.13,23.16,346.98,10.88,1032.58,35.81,1.41,73.21,Rain
23.49,30.6,1.98,308.55,17.33,1019.18,1.53,6.51,81.27,Rain
32.99,32.96,7.68,246.99,25.46,997.1,4.81,8.42,8.99,Clear
22.13,41.58,11.37,272.72,18.59,1002.03,-1.28,7.62,72.88,Cloudy
17.72,65.28,25.72,339.02,13.78,1025.31,-3.65,5.52,81.84,Cloudy
12.93,29.53,31.98,52.14,9.15,992.49,32.68,6.85,78.93,Rain
14.19,59.5,37.71,205.92,8.88,1010.58,40.97,3.91,100.67,Rain
27.96,44.8,18.5,184.17,20.0,1023.64,4.93,6.36,65.49,Cloudy
21.61,34.85,8.09,261.97,18.97,1016.35,5.65,9.41,-0.7,Clear
33.08,85.28,28.4,71.64,26.63,1022.61,80.32,2.38,92.17,Thunderstorm
23.49,55.86,18.61,321.7,18.62,1018.79,74.19,1.88,85.24,Thunderstorm
29.59,58.52,30.34,132.46,27.17,1012.72,-4.51,11.6,8.56,Clear
15.97,76.08,8.12,70.19,8.64,1023.39,8.24,2.83,81.04,Rain
20.69,92.18,39.26,10.94,12.63,1009.95,-4.7,10.61,13.74,Clear
30.45,57.64,38.72,57.68,25.24,1010.75,-3.7,13.38,6.25,Clear
13.38,66.41,33.51,27.56,2.81,1004.26,38.78,2.58,65.67,Rain
22.16,77.21,14.24,193.24,13.6,1020.77,69.56,1.65,91.41,Thunderstorm
30.1,53.34,19.67,233.25,19.32,1002.05,-3.92,10.22,7.14,Clear
22.51,72.37,9.01,235.47,17.84,1029.35,1.5,5.12,79.28,Cloudy
35.18,48.78,25.21,192.25,30.11,1022.59,-1.38,14.41,11.57,Clear
19.63,32.04,27.06,238.79,11.05,1002.95,5.9,8.83,15.95,Clear
27.24,82.92,-0.03,141.73,20.0,1019.01,-2.1,9.86,6.93,Clear
21.97,87.16,18.83,258.75,12.03,998.69,20.16,2.51,77.71,Rain
21.4,66.1,39.35,179.0,11.01,1011.8,3.14,7.93,65.24,Cloudy
25.48,81.29,21.87,301.22,19.52,1011.49,5.86,10.29,9.28,Clear
11.94,47.71,17.14,247.13,8.07,1012.86,11.73,6.25,79.63,Rain
15.99,36.38,4.01,111.32,9.23,1009.26,5.72,1.73,88.66,Rain
27.39,70.17,8.87,230.98,25.42,1015.79,88.82,2.99,82.98,Thunderstorm
25.14,43.82,5.71,268.1,20.2,1024.38,2.56,12.68,23.06,Clear
26.35,51.4,24.35,247.97,17.97,1017.04,6.58,8.06,63.89,Cloudy
27.76,51.16,18.72,160.53,22.5,1012.29,1.18,6.31,60.2,Cloudy
34.54,82.55,30.51,41.52,30.93,1009.67,-4.7,11.58,12.84,Clear
26.3,60.1,22.67,142.28,22.81,1005.51,-1.43,7.78,57.2,Cloudy
34.22,46.47,7.33,44.98,30.32,1010.76,3.63,11.66,15.06,Clear
24.26,61.25,21.05,288.42,17.82,1023.29,4.02,10.63,19.73,Clear
19.27,85.39,4.89,211.82,9.84,1007.93,1.0,5.74,83.34,Rain
15.71,38.56,29.39,218.84,8.67,1020.25,-1.98,8.45,85.14,Cloudy
23.1,77.03,11.92,192.85,16.2,1017.27,24.19,7.26,87.94,Rain
5.16,70.41,25.36,118.53,-1.94,997.51,16.71,4.13,82.32,Snow
7.91,42.4,26.49,298.99,5.0,999.11,-2.59,2.31,92.05,Fog
29.73,48.67,6.42,220.84,24.29,1013.69,4.47,13.01,21.88,Clear
18.55,47.97,3.44,220.35,14.25,1004.16,2.29,8.71,86.96,Cloudy
26.41,36.47,2.24,182.75,16.44,1005.12,-1.76,8.92,55.06,Cloudy
25.18,83.23,20.97,116.6,20.11,1012.57,3.53,13.2,-2.64,Clear
33.8,41.68,6.78,88.27,25.54,1013.86,-1.23,10.17,19.67,Clear
22.19,51.12,12.31,142.72,12.25,995.87,-2.15,14.53,13.11,Clear
17.73,49.81,-0.18,90.7,11.9,998.05,-4.4,5.86,76.77,Cloudy
21.08,49.78,30.51,214.74,18.61,1011.76,6.29,13.99,1.21,Clear
24.71,84.83,9.88,179.97,20.72,1002.42,27.25,3.1,74.66,Rain
28.76,72.26,12.34,140.74,23.51,1004.5,2.96,7.96,76.34,Cloudy
19.21,52.9,37.11,56.46,9.75,1004.92,6.6,9.92,49.16,Cloudy
7.34,57.98,25.2,309.79,3.76,1005.1,14.91,5.02,65.8,Snow
28.12,29.01,23.41,11.88,18.59,1011.73,4.53,10.68,5.74,Clear
29.43,64.41,17.65,255.64,22.8,1011.54,3.79,8.43,10.81,Clear
9.99,47.1,21.16,81.47,2.98,1003.89,32.3,5.32,101.12,Rain
25.88,38.1,14.36,154.86,18.94,998.97,-2.94,7.42,90.44,Cloudy
11.5,33.22,1.11,30.25,6.58,1012.14,4.01,1.95,99.44,Fog
28.18,77.48,2.6,290.53,26.02,1022.64,-3.93,7.45,66.55,Cloudy
18.61,53.61,38.53,158.2,16.06,999.44,-0.89,9.13,62.64,Cloudy
9.44,37.35,25.17,55.9,7.49,1007.83,-1.45,3.64,77.96,Snow
24.7,38.58,14.68,37.74,16.65,987.73,-2.98,8.05,16.48,Clear
0.31,89.32,22.04,337.01,-4.64,1022.12,11.65,2.03,89.88,Snow
29.11,40.75,15.65,204.87,26.01,1006.21,91.65,3.94,103.11,Thunderstorm
20.06,46.6,25.11,154.41,11.1,1015.49,-1.55,9.07,60.81,Cloudy
23.75,79.03,31.1,290.64,19.03,1004.6,38.1,6.57,77.17,Rain
21.75,64.4,-0.84,29.04,18.22,1026.67,51.55,4.77,91.94,Thunderstorm
19.08,60.91,3.08,83.92,17.37,1016.66,49.05,8.35,94.31,Rain
29.55,38.06,24.69,221.52,23.96,1032.71,-2.27,9.35,17.5,Clear
24.59,83.14,38.3,293.78,21.13,1006.45,-0.37,13.28,10.32,Clear
27.04,49.91,39.03,351.39,18.34,1024.66,-1.56,8.71,70.31,Cloudy
19.09,72.95,21.97,182.19,14.57,1012.53,7.37,7.41,65.49,Cloudy
23.69,46.15,11.57,163.92,18.45,1009.6,28.0,6.11,82.83,Rain
22.92,67.93,28.03,243.03,12.82,1029.97,-0.99,7.99,46.59,Cloudy
15.69,79.12,34.75,162.38,9.43,1004.76,-3.18,4.99,91.51,Cloudy
18.54,75.94,37.97,324.59,11.23,1020.95,3.59,8.92,89.17,Cloudy
22.64,31.65,9.82,201.27,19.46,1017.45,3.43,13.7,3.53,Clear
